SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,15 Belle Ave,San Francisco,CA,94132,998000,3,2.0,San Francisco,1219,2495,1961,6,819,,Active,,,http://www.redfin.com/CA/San-Francisco/15-Belle-Ave-94132/home/1195779,San Francisco MLS,421598713,N,Y,37.7085667,-122.469612
MLS Listing,,Condo/Co-op,742 Haight St,San Francisco,CA,94117,1649000,3,1.5,San Francisco,2106,2750,1900,6,783,506,Active,,,http://www.redfin.com/CA/San-Francisco/742-Haight-St-94117/home/11743249,San Francisco MLS,421599147,N,Y,37.771841,-122.43449
MLS Listing,,Condo/Co-op,260 King St #729,San Francisco,CA,94107,599990,0,1.0,Mission,600,,2004,6,1000,799,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-729/home/8191031,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40968878,N,Y,37.7776624,-122.3938672
MLS Listing,,Single Family Residential,159 Orsi Cir,San Francisco,CA,94124,1198000,4,3.0,San Francisco,1626,1500,1998,6,737,21,Active,,,http://www.redfin.com/CA/San-Francisco/159-Orsi-Cir-94124/home/752228,San Francisco MLS,421598999,N,Y,37.7277673,-122.3972706
MLS Listing,,Condo/Co-op,891 Carolina St,San Francisco,CA,94107,2200000,3,2.5,San Francisco,,2495,,6,,,Active,October-5-2021 02:00 PM,October-5-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/891-Carolina-St-94107/home/732200,San Francisco MLS,421598805,N,Y,37.7574618,-122.3997266
MLS Listing,,Condo/Co-op,1200 California St Unit 19B,San Francisco,CA,94109,2850000,2,2.0,San Francisco,1800,,,6,1583,2600,Active,,,http://www.redfin.com/CA/San-Francisco/1200-California-St-94109/unit-19B/home/12400732,San Francisco MLS,421598524,N,Y,37.7917486,-122.4144729
MLS Listing,,Condo/Co-op,1650 Jackson St #704,San Francisco,CA,94109,998000,1,1.0,San Francisco,875,14631,1991,6,1141,834,Active,,,http://www.redfin.com/CA/San-Francisco/1650-Jackson-St-94109/unit-704/home/1731259,San Francisco MLS,421590826,N,Y,37.7942661,-122.42226
MLS Listing,,Condo/Co-op,2225 23rd St #402,San Francisco,CA,94107,648000,1,1.0,San Francisco,602,80224,1989,6,1076,583,Active,,,http://www.redfin.com/CA/San-Francisco/2225-23rd-St-94107/unit-402/home/1841773,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40968829,N,Y,37.7543499,-122.4022071
MLS Listing,,Multi-Family (2-4 Unit),474 Frederick St,San Francisco,CA,94117,2495000,5,3.0,San Francisco,2615,3436,1900,7,954,,Active,October-5-2021 12:00 PM,October-5-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/474-Frederick-St-94117/home/1953814,San Francisco MLS,421598975,N,Y,37.7666148,-122.4522268
MLS Listing,,Vacant Land,337 Mullen Ave,San Francisco,CA,94110,400000,0,,San Francisco,,2099,,7,,,Active,,,http://www.redfin.com/CA/San-Francisco/337-Mullen-Ave-94110/unit-V/home/110063664,San Francisco MLS,421598963,N,Y,37.746355,-122.405753
MLS Listing,,Condo/Co-op,1 Hawthorne St Unit 14A,San Francisco,CA,94105,975000,1,1.0,San Francisco,909,12409,2010,7,1073,1260,Active,,,http://www.redfin.com/CA/San-Francisco/1-Hawthorne-St-94105/unit-14A/home/69371162,San Francisco MLS,421598926,N,Y,37.7857425,-122.3988969
MLS Listing,,Multi-Family (2-4 Unit),638 Rhode Island St,SAN FRANCISCO,CA,94107,1980000,5,4.0,SAN FRANCISCO,2663,2495,1911,7,744,,Active,,,http://www.redfin.com/CA/San-Francisco/638-Rhode-Island-St-94107/home/731039,MLSListings,ML81864463,N,Y,37.7616915,-122.4025633
MLS Listing,,Condo/Co-op,1515 15th St #503,SAN FRANCISCO,CA,94103,775000,1,1.0,SAN FRANCISCO,650,14125,2014,7,1192,558,Active,,,http://www.redfin.com/CA/San-Francisco/1515-15th-St-94103/unit-503/home/108273181,MLSListings,ML81864456,N,Y,37.7665977,-122.4181501
MLS Listing,,Multi-Family (2-4 Unit),383 - 385 S Van Ness Ave,San Francisco,CA,94103,2490000,5,2.0,San Francisco,2200,3746,,7,,,Active,,,http://www.redfin.com/CA/San-Francisco/383-S-Van-Ness-Ave-94103/home/110058599,MetroList,421598857,N,Y,37.7671747,-122.4173188
MLS Listing,,Multi-Family (2-4 Unit),164 - 168 28th St,San Francisco,CA,94131,2000000,7,2.0,San Francisco,2709,2850,1905,7,,,Active,,,http://www.redfin.com/CA/San-Francisco/164-28th-St-94131/unit-168/home/2034900,MetroList,421597432,N,Y,37.7454879,-122.4261455
MLS Listing,,Multi-Family (2-4 Unit),810 - 812 Taraval St,San Francisco,CA,94116,1975000,10,8.0,San Francisco,5800,2500,,7,341,,Active,,,http://www.redfin.com/CA/San-Francisco/810-Taraval-St-94116/home/656030,San Francisco MLS,421598826,N,Y,37.7433331,-122.4749298
MLS Listing,,Multi-Family (5+ Unit),3181 - 3185 San Jose Ave,San Francisco,CA,94112,1699000,4,4.0,San Francisco,3710,3741,1929,7,458,,Active,,,http://www.redfin.com/CA/San-Francisco/3181-San-Jose-Ave-94112/home/1940718,San Francisco MLS,421598792,N,Y,37.7084773,-122.4583947
MLS Listing,,Condo/Co-op,651 14th Ave,San Francisco,CA,94118,1595000,3,2.0,San Francisco,1860,3188,1921,7,858,150,Active,October-4-2021 05:00 PM,October-4-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/651-14th-Ave-94118/home/1643916,San Francisco MLS,421597849,N,Y,37.775858,-122.47285
MLS Listing,,Single Family Residential,225 Cresta Vista Dr,San Francisco,CA,94127,1495000,2,1.5,San Francisco,1305,2696,1967,7,1146,2,Active,,,http://www.redfin.com/CA/San-Francisco/225-Cresta-Vista-Dr-94127/home/685974,San Francisco MLS,421598744,N,Y,37.7358108,-122.4546634
MLS Listing,,Condo/Co-op,537 Natoma St #202,SAN FRANCISCO,CA,94103,668888,1,1.0,SAN FRANCISCO,518,,2013,7,1291,360,Active,,,http://www.redfin.com/CA/San-Francisco/537-Natoma-St-94103/unit-202/home/45393104,MLSListings,ML81859572,N,Y,37.779383,-122.408459
MLS Listing,,Condo/Co-op,900 Bush St #517,San Francisco,CA,94109,725000,1,2.0,San Francisco,831,,1982,7,872,1144,Active,,,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-517/home/978991,San Francisco MLS,421598743,N,Y,37.7898591,-122.4125833
MLS Listing,,Multi-Family (2-4 Unit),919 Vallejo St,San Francisco,CA,94133,2700000,11,2.0,San Francisco,6275,2148,1911,7,430,,Active,,,http://www.redfin.com/CA/San-Francisco/919-Vallejo-St-94133/home/1707163,San Francisco MLS,421598782,N,Y,37.7979281,-122.4124691
MLS Listing,,Single Family Residential,634 3rd Ave,San Francisco,CA,94118,2995000,5,2.5,San Francisco,,2996,1905,7,,,Active,October-5-2021 11:30 AM,October-5-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/634-3rd-Ave-94118/home/1461230,San Francisco MLS,421597846,N,Y,37.7766954,-122.4605458
MLS Listing,,Condo/Co-op,701 Minnesota St #115,San Francisco,CA,94107,949900,1,1.0,San Francisco,979,979,1900,7,970,508,Active,,,http://www.redfin.com/CA/San-Francisco/701-Minnesota-St-94107/unit-115/home/12396429,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40968746,N,Y,37.7615332,-122.3899573
MLS Listing,,Condo/Co-op,1001 17th St #307,San Francisco,CA,94107,1165000,2,2.0,San Francisco,1059,9426,2016,7,1100,591,Active,,,http://www.redfin.com/CA/San-Francisco/1001-17th-St-94107/unit-307/home/109684860,San Francisco MLS,421598769,N,Y,37.7650727,-122.3940731
MLS Listing,,Multi-Family (2-4 Unit),1284 Dolores St,San Francisco,CA,94110,2199000,6,4.0,San Francisco,2880,2600,1890,7,764,,Active,,,http://www.redfin.com/CA/San-Francisco/1284-Dolores-St-94131/home/1006960,San Francisco MLS,421598766,N,Y,37.7488993,-122.425206
MLS Listing,,Multi-Family (2-4 Unit),116 - 118 Park St,San Francisco,CA,94110,1820000,4,2.0,San Francisco,2345,1500,1924,7,776,,Active,October-5-2021 02:30 PM,October-5-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/116-Park-St-94110/home/1735586,San Francisco MLS,421597824,N,Y,37.7364826,-122.4230328
MLS Listing,,Single Family Residential,994 Corbett Ave,San Francisco,CA,94131,2795000,3,3.0,San Francisco,3110,1790,1947,7,899,,Active,,,http://www.redfin.com/CA/San-Francisco/994-Corbett-Ave-94131/home/683771,San Francisco MLS,421598579,N,Y,37.7507019,-122.4442357
MLS Listing,,Single Family Residential,358 Maynard St,San Francisco,CA,94112,995000,2,2.0,San Francisco,1650,2391,1942,7,603,,Active,,,http://www.redfin.com/CA/San-Francisco/358-Maynard-St-94112/home/1511127,San Francisco MLS,421598087,N,Y,37.7300588,-122.4224789
MLS Listing,,Multi-Family (5+ Unit),1536 - 1552 Great Hwy,San Francisco,CA,94122,9950000,0,,San Francisco,19391,16121,1907,7,513,,Active,,,http://www.redfin.com/CA/San-Francisco/1536-Great-Hwy-94122/home/1324870,San Francisco MLS,421598730,N,Y,37.7576524,-122.5086263
MLS Listing,,Condo/Co-op,798 Stanyan St #7,San Francisco,CA,94117,1628000,2,2.0,San Francisco,1464,4369,2001,7,1112,685,Active,,,http://www.redfin.com/CA/San-Francisco/798-Stanyan-St-94117/unit-7/home/1224204,San Francisco MLS,421598649,N,Y,37.767502,-122.4528937
MLS Listing,,Condo/Co-op,216 Filbert St #2,San Francisco,CA,94133,775000,2,1.5,San Francisco,623,5953,1900,7,1244,311,Active,,,http://www.redfin.com/CA/San-Francisco/216-Filbert-St-94133/unit-2/home/12354772,San Francisco MLS,421598716,N,Y,37.80253,-122.4035614
MLS Listing,,Condo/Co-op,1726 Larkin St,San Francisco,CA,94109,1350000,3,2.0,San Francisco,1490,3598,1905,7,906,277,Active,,,http://www.redfin.com/CA/San-Francisco/1726-Larkin-St-94109/home/176545872,San Francisco MLS,421598711,N,Y,37.7938394,-122.4194435
MLS Listing,,Condo/Co-op,580 Hayes St #303,San Francisco,CA,94102,1895000,2,2.0,San Francisco,1321,12020,2018,7,1435,802,Active,,,http://www.redfin.com/CA/San-Francisco/580-Hayes-St-94102/unit-303/home/167260940,San Francisco MLS,421596907,N,Y,37.7767079,-122.4259839
MLS Listing,,Multi-Family (2-4 Unit),3630 - 3634 Scott St,San Francisco,CA,94123,2998000,5,3.0,San Francisco,3525,2504,1927,8,850,,Active,,,http://www.redfin.com/CA/San-Francisco/3630-Scott-St-94123/home/1522667,San Francisco MLS,421587640,N,Y,37.8035195,-122.4415624
MLS Listing,,Condo/Co-op,718 Long Bridge St #1300,San Francisco,CA,94158,1850000,2,2.0,San Francisco,1329,84866,2016,8,1392,1181,Active,,,http://www.redfin.com/CA/San-Francisco/718-Long-Bridge-St-94158/unit-1300/home/109685803,San Francisco MLS,421598625,N,Y,37.772,-122.393773
MLS Listing,,Condo/Co-op,400 Oak St #1,SAN FRANCISCO,CA,94102,786000,1,1.0,SAN FRANCISCO,600,,1900,8,1310,300,Active,,,http://www.redfin.com/CA/San-Francisco/400-Oak-St-94102/unit-1/home/28890102,MLSListings,ML81864321,N,Y,37.774782,-122.426094
MLS Listing,,Multi-Family (2-4 Unit),4355 Anza St,SAN FRANCISCO,CA,94121,1698000,2,2.5,SAN FRANCISCO,1975,2250,1917,8,860,,Active,,,http://www.redfin.com/CA/San-Francisco/4355-Anza-St-94121/home/176542700,MLSListings,ML81864320,N,Y,37.777544,-122.4950237
MLS Listing,,Condo/Co-op,655 Corbett Ave #506,San Francisco,CA,94114,698000,1,1.0,San Francisco,673,17101,1964,8,1037,556,Active,,,http://www.redfin.com/CA/San-Francisco/655-Corbett-Ave-94114/unit-506/home/1905289,San Francisco MLS,421596529,N,Y,37.7565294,-122.4430524
MLS Listing,,Multi-Family (2-4 Unit),1459 - 1461 17th Ave,San Francisco,CA,94122,1680000,4,3.0,San Francisco,3430,3000,1925,9,490,,Active,October-9-2021 01:00 PM,October-9-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1459-17th-Ave-94122/home/631882,San Francisco MLS,421598617,N,Y,37.760676,-122.475105
MLS Listing,,Single Family Residential,1881 Oakdale Ave,San Francisco,CA,94124,1290000,8,3.0,San Francisco,2438,1642,2014,9,529,,Active,,,http://www.redfin.com/CA/San-Francisco/1881-Oakdale-Ave-94124/home/1807149,San Francisco MLS,421591870,N,Y,37.7374299,-122.395719
MLS Listing,,Condo/Co-op,1688 Pine St Unit E401,San Francisco,CA,94109,346593,2,2.0,San Francisco,889,35482,2016,9,390,,Active,October-13-2021 05:00 PM,October-13-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-E401/home/144063589,San Francisco MLS,421595982,N,Y,37.7895497,-122.4233697
MLS Listing,,Single Family Residential,37 Sussex St,San Francisco,CA,94131,1895000,3,1.0,San Francisco,1189,1990,1951,9,1594,,Active,,,http://www.redfin.com/CA/San-Francisco/37-Sussex-St-94131/home/938107,San Francisco MLS,421596785,N,Y,37.7362095,-122.4335194
MLS Listing,,Multi-Family (2-4 Unit),1338 - 1340 42nd Ave,San Francisco,CA,94122,1195000,3,2.0,San Francisco,1452,3000,1908,9,823,,Active,,,http://www.redfin.com/CA/San-Francisco/1338-42nd-Ave-94122/home/108547189,San Francisco MLS,421596755,N,Y,37.7617282,-122.5013888
MLS Listing,,Multi-Family (2-4 Unit),77 - 81 Pleasant St,San Francisco,CA,94108,2995000,5,3.0,San Francisco,3315,1410,1907,9,903,,Active,,,http://www.redfin.com/CA/San-Francisco/77-Pleasant-St-94108/home/1029584,San Francisco MLS,421596893,N,Y,37.7927046,-122.4139666
MLS Listing,,Condo/Co-op,401 Harrison St Unit 8E,San Francisco,CA,94105,975000,1,1.0,San Francisco,710,,2014,9,1373,1270,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-8E/home/110263317,San Francisco MLS,421597929,N,Y,37.7863747,-122.3919931
MLS Listing,,Single Family Residential,100 Los Palmos Dr,San Francisco,CA,94127,1398000,3,1.5,San Francisco,,2962,1955,9,,,Active,,,http://www.redfin.com/CA/San-Francisco/100-Los-Palmos-Dr-94127/home/1686497,San Francisco MLS,421598527,N,Y,37.7353525,-122.4477386
MLS Listing,,Single Family Residential,15 Holyoke St,San Francisco,CA,94134,1395000,3,2.0,San Francisco,2010,3000,1912,9,694,,Active,,,http://www.redfin.com/CA/San-Francisco/15-Holyoke-St-94134/home/1503491,San Francisco MLS,421556507,N,Y,37.7307785,-122.4101145
MLS Listing,,Condo/Co-op,1439 Jefferson St,San Francisco,CA,94123,1895000,2,2.0,San Francisco,1583,3448,,9,1197,459,Active,October-5-2021 10:30 AM,October-5-2021 12:00 PM,http://www.redfin.com/CA/San-Francisco/1439-Jefferson-St-94123/home/40142266,BAREIS,421598047,N,Y,37.8055131,-122.436239
MLS Listing,,Single Family Residential,80 Thor Ave,San Francisco,CA,94131,5295000,4,3.5,San Francisco,4125,2657,2021,9,1284,,Active,October-7-2021 05:30 PM,October-7-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/80-Thor-Ave-94131/unit-V/home/102540178,San Francisco MLS,421590880,N,Y,37.7348583,-122.434371
MLS Listing,,Condo/Co-op,72 Townsend St #702,San Francisco,CA,94107,1495000,2,2.0,San Francisco,1212,,,9,1233,920,Active,,,http://www.redfin.com/CA/San-Francisco/72-Townsend-St-94107/unit-702/home/102283789,San Francisco MLS,421596459,N,Y,37.7814887,-122.3902958
MLS Listing,,Condo/Co-op,60 Rausch St #402,San Francisco,CA,94103,699000,1,1.0,San Francisco,767,,2002,9,911,519,Active,,,http://www.redfin.com/CA/San-Francisco/60-Rausch-St-94103/unit-402/home/12399471,San Francisco MLS,421598078,N,Y,37.7760722,-122.4096499
MLS Listing,,Single Family Residential,2840 Bryant St,San Francisco,CA,94110,1795000,2,2.0,San Francisco,2048,2500,1923,9,876,,Active,,,http://www.redfin.com/CA/San-Francisco/2840-Bryant-St-94110/home/886777,BAREIS,421598480,N,Y,37.7489529,-122.4089972
MLS Listing,,Multi-Family (2-4 Unit),184 Clipper St,SAN FRANCISCO,CA,94114,1549000,5,2.5,SAN FRANCISCO,2700,2047,1900,9,574,,Active,,,http://www.redfin.com/CA/San-Francisco/184-Clipper-St-94114/home/1205189,MLSListings,ML81862456,N,Y,37.74937,-122.429255
MLS Listing,,Condo/Co-op,2150 Grove St,San Francisco,CA,94117,1895000,3,2.0,San Francisco,2021,3000,1926,9,938,350,Active,October-5-2021 11:30 AM,October-5-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/2150-Grove-St-94117/home/918479,San Francisco MLS,421592512,N,Y,37.7742997,-122.4520855
MLS Listing,,Condo/Co-op,1201 California St #1403,San Francisco,CA,94109,2600000,3,3.0,San Francisco,1760,,1927,9,1477,2741,Active,,,http://www.redfin.com/CA/San-Francisco/1201-California-St-94109/unit-1403/home/12400948,San Francisco MLS,421585472,N,Y,37.790957,-122.4143844
MLS Listing,,Single Family Residential,323 Rutledge St,San Francisco,CA,94110,998000,3,1.0,San Francisco,1000,1873,1912,9,998,,Active,,,http://www.redfin.com/CA/San-Francisco/323-Rutledge-St-94110/home/1885469,San Francisco MLS,421598459,N,Y,37.7448037,-122.4098047
MLS Listing,,Single Family Residential,2502 Leavenworth St,SAN FRANCISCO,CA,94133,7898000,5,4.5,SAN FRANCISCO,4500,2500,1900,9,1755,,Active,,,http://www.redfin.com/CA/San-Francisco/2502-Leavenworth-St-94133/home/1698373,MLSListings,ML81864254,N,Y,37.8043491,-122.4182117
MLS Listing,,Condo/Co-op,81 Frank Norris St #505,San Francisco,CA,94109,795000,1,1.0,San Francisco,784,6909,1913,10,1014,648,Active,,,http://www.redfin.com/CA/San-Francisco/81-Frank-Norris-St-94109/unit-505/home/17306914,San Francisco MLS,421594479,N,Y,37.78908,-122.420053
MLS Listing,,Condo/Co-op,676 Alvarado St,San Francisco,CA,94114,1888000,3,3.0,San Francisco,1873,3200,1980,10,1008,225,Active,,,http://www.redfin.com/CA/San-Francisco/676-Alvarado-St-94114/home/1670076,San Francisco MLS,421598163,N,Y,37.7537435,-122.4360312
MLS Listing,,Single Family Residential,419 Baden St,SAN FRANCISCO,CA,94131,2800000,4,3.5,SAN FRANCISCO,2805,3125,1986,10,998,,Active,,,http://www.redfin.com/CA/San-Francisco/419-Baden-St-94131/home/1696824,MLSListings,ML81864232,N,Y,37.7335126,-122.4400776
MLS Listing,,Condo/Co-op,1466 Church St #3,San Francisco,CA,94131,675000,1,1.0,San Francisco,,,1922,10,,370,Active,October-5-2021 12:30 PM,October-5-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/1466-Church-St-94131/unit-3/home/45498868,San Francisco MLS,421597718,N,Y,37.7472895,-122.4272484
MLS Listing,,Condo/Co-op,137 Castro St,San Francisco,CA,94114,949000,1,1.0,San Francisco,851,2600,,10,1115,256,Active,October-5-2021 12:30 PM,October-5-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/137-Castro-St-94114/home/40628884,San Francisco MLS,421596714,N,Y,37.7668041,-122.4353327
MLS Listing,,Multi-Family (2-4 Unit),5524 Mission St,San Francisco,CA,94112,999999,3,1.0,San Francisco,1829,3192,1923,10,547,,Active,,,http://www.redfin.com/CA/San-Francisco/5524-Mission-St-94112/home/45495787,San Francisco MLS,421598369,N,Y,37.7124482,-122.4452309
MLS Listing,,Condo/Co-op,855 Folsom St #112,San Francisco,CA,94107,799000,1,1.5,San Francisco,880,55687,2001,10,908,715,Active,October-6-2021 12:30 PM,October-6-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-112/home/12397498,San Francisco MLS,421575584,N,Y,37.7810381,-122.4022553
MLS Listing,,Condo/Co-op,2922 21st St,San Francisco,CA,94110,1575000,3,2.0,San Francisco,,2479,1904,10,,350,Active,October-5-2021 02:30 PM,October-5-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2922-21st-St-94110/home/12354836,San Francisco MLS,421598191,N,Y,37.7575754,-122.4129001
MLS Listing,,Single Family Residential,619 28th Ave,San Francisco,CA,94121,1595000,3,2.5,San Francisco,6570,,1926,10,243,,Active,,,http://www.redfin.com/CA/San-Francisco/619-28th-Ave-94121/home/617931,San Francisco MLS,421598319,N,Y,37.7776148,-122.4881042
MLS Listing,,Single Family Residential,559 Joost Ave,San Francisco,CA,94127,979000,2,1.0,San Francisco,979,2500,1924,10,1000,,Active,,,http://www.redfin.com/CA/San-Francisco/559-Joost-Ave-94127/home/691976,San Francisco MLS,421598293,N,Y,37.7321612,-122.4480616
MLS Listing,,Condo/Co-op,181 Fremont Unit 62C,San Francisco,CA,94105,2450000,2,2.5,San Francisco,1262,,2018,10,1941,2678,Active,,,http://www.redfin.com/CA/San-Francisco/181-Fremont-St-94105/unit-62C/home/144231786,San Francisco MLS,421598190,N,Y,37.7898082,-122.3953565
MLS Listing,,Single Family Residential,158 Cervantes Blvd,San Francisco,CA,94123,4795000,4,3.5,San Francisco,3255,2500,,10,1473,,Active,,,http://www.redfin.com/CA/San-Francisco/158-Cervantes-Blvd-94123/home/558405,San Francisco MLS,421596480,N,Y,37.8047096,-122.4400567
MLS Listing,,Condo/Co-op,74 New Montgomery St #304,San Francisco,CA,94105,599000,0,1.0,San Francisco,498,17865,1914,10,1203,880,Active,,,http://www.redfin.com/CA/San-Francisco/74-New-Montgomery-St-94105/unit-304/home/17304419,San Francisco MLS,421597231,N,Y,37.7874649,-122.4012865
MLS Listing,,Condo/Co-op,1025 Minna St #5,San Francisco,CA,94103,895000,1,1.5,San Francisco,933,3921,2003,10,959,434,Active,,,http://www.redfin.com/CA/San-Francisco/1025-Minna-St-94103/unit-5/home/2065666,San Francisco MLS,421597805,N,Y,37.7734573,-122.4168843
MLS Listing,,Single Family Residential,142 Wawona St,San Francisco,CA,94127,1995000,4,1.5,San Francisco,2687,2931,1923,10,742,,Active,,,http://www.redfin.com/CA/San-Francisco/142-Wawona-St-94127/home/684483,San Francisco MLS,421573559,N,Y,37.7408112,-122.467445
MLS Listing,,Condo/Co-op,2205 Sacramento St #201,San Francisco,CA,94115,1595000,2,1.5,San Francisco,1582,8805,1908,10,1008,690,Active,,,http://www.redfin.com/CA/San-Francisco/2205-Sacramento-St-94115/unit-201/home/1914955,San Francisco MLS,421596780,N,Y,37.790137,-122.4295439
MLS Listing,,Condo/Co-op,1200 California St Unit 25A,San Francisco,CA,94109,2250000,1,2.0,San Francisco,1435,,1962,10,1568,2166,Active,,,http://www.redfin.com/CA/San-Francisco/1200-California-St-94109/unit-25A/home/12400737,San Francisco MLS,421597809,N,Y,37.7917486,-122.4144729
MLS Listing,,Condo/Co-op,480 10th Ave,San Francisco,CA,94118,1695000,3,3.0,San Francisco,1977,2996,1915,10,857,455,Active,,,http://www.redfin.com/CA/San-Francisco/480-10th-Ave-94118/home/175610356,San Francisco MLS,421598223,N,Y,37.7793636,-122.4683726
MLS Listing,,Single Family Residential,1918 Divisadero St,SAN FRANCISCO,CA,94115,4299950,4,3.5,SAN FRANCISCO,3360,2260,1910,10,1280,,Active,,,http://www.redfin.com/CA/San-Francisco/1918-Divisadero-St-94115/home/589409,MLSListings,ML81864164,N,Y,37.7874899,-122.4401107
MLS Listing,,Condo/Co-op,1336 Lake St,San Francisco,CA,94118,1575000,2,1.5,San Francisco,1400,2500,1941,10,1125,350,Active,,,http://www.redfin.com/CA/San-Francisco/1336-Lake-St-94118/home/606737,San Francisco MLS,421598165,N,Y,37.7865026,-122.4739302
MLS Listing,,Condo/Co-op,842 Bay St,San Francisco,CA,94109,899000,2,1.0,San Francisco,,3850,,10,,445,Active,October-5-2021 09:30 AM,October-5-2021 11:00 AM,http://www.redfin.com/CA/San-Francisco/842-Bay-St-94109/home/39739529,San Francisco MLS,421593415,N,Y,37.8048818,-122.4211047
MLS Listing,,Single Family Residential,1842 18th Ave,San Francisco,CA,94122,3795000,5,4.5,San Francisco,3578,5998,1923,10,1061,,Active,,,http://www.redfin.com/CA/San-Francisco/1842-18th-Ave-94122/home/2027073,San Francisco MLS,421596619,N,Y,37.7534462,-122.4750071
MLS Listing,,Condo/Co-op,1177 California St #1414,San Francisco,CA,94108,1645000,2,2.5,San Francisco,1399,,,10,1176,1623,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-1414/home/1459255,San Francisco MLS,421597785,N,Y,37.7909986,-122.4137649
MLS Listing,,Single Family Residential,250 Edgewood Ave,SAN FRANCISCO,CA,94117,3999950,4,4.5,SAN FRANCISCO,2766,3937,1908,10,1446,,Active,,,http://www.redfin.com/CA/San-Francisco/250-Edgewood-Ave-94117/home/671540,MLSListings,ML81864149,N,Y,37.761521,-122.454625
MLS Listing,,Condo/Co-op,858 Capp St #8,San Francisco,CA,94110,1899000,3,3.0,San Francisco,1638,,2021,10,1159,507,Active,October-5-2021 02:30 PM,October-5-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/858-Capp-St-94110/unit-8/home/175168197,San Francisco MLS,421598164,N,Y,37.7529271,-122.4176769
MLS Listing,,Single Family Residential,2240 27th Ave,San Francisco,CA,94116,1295000,3,1.0,San Francisco,1899,2996,1936,10,682,,Active,,,http://www.redfin.com/CA/San-Francisco/2240-27th-Ave-94116/home/1910855,San Francisco MLS,421596878,N,Y,37.7455871,-122.4842047
MLS Listing,,Condo/Co-op,1257 Dolores St Unit A,San Francisco,CA,94110,875000,1,1.0,San Francisco,860,,1910,10,1017,436,Active,,,http://www.redfin.com/CA/San-Francisco/1257-Dolores-St-94110/unit-A/home/1785240,San Francisco MLS,421597429,N,Y,37.749337,-122.424492
MLS Listing,,Condo/Co-op,2449 Chestnut St,San Francisco,CA,94123,1895000,2,2.0,San Francisco,1462,3408,1927,10,1296,350,Active,,,http://www.redfin.com/CA/San-Francisco/2449-Chestnut-St-94123/home/583613,San Francisco MLS,421597943,N,Y,37.7997663,-122.4437149
MLS Listing,,Condo/Co-op,563 Belvedere St,San Francisco,CA,94117,1498000,3,1.5,San Francisco,1378,2446,1909,10,1087,,Active,October-5-2021 12:30 PM,October-5-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/563-Belvedere-St-94117/home/602269,San Francisco MLS,421590035,N,Y,37.762386,-122.448196
MLS Listing,,Single Family Residential,368 Bradford St,San Francisco,CA,94110,1475000,4,3.0,San Francisco,1620,2099,1962,10,910,,Active,,,http://www.redfin.com/CA/San-Francisco/368-Bradford-St-94110/home/1264728,San Francisco MLS,421597968,N,Y,37.7372159,-122.4098932
MLS Listing,,Single Family Residential,22 Cutler Ave,San Francisco,CA,94116,1095000,3,2.0,San Francisco,1195,2003,1944,10,916,,Active,,,http://www.redfin.com/CA/San-Francisco/22-Cutler-Ave-94116/home/1921725,San Francisco MLS,421597966,N,Y,37.7372013,-122.5058392
MLS Listing,,Condo/Co-op,764 Clayton St,San Francisco,CA,94117,1995000,4,3.5,San Francisco,2255,2650,1895,10,885,391,Active,,,http://www.redfin.com/CA/San-Francisco/764-Clayton-St-94117/home/51565776,San Francisco MLS,421598050,N,Y,37.7677421,-122.4480369
